season,player_id,display_name,touches,bucket,age,games_current,ppg_current,pts_current,games_next_eff,ppg_next_eff,pts_next_eff,vanished
2004,00-0019863,Dominic Rhodes,55,<150,25,11.0,3.6181818181818177,39.8,10.0,5.79,57.9,False
2008,00-0026195,Ray Rice,140,<150,21,12.0,8.483333333333333,101.8,16.0,20.25625,324.1,False
2016,00-0033025,Jalen Richard,112,<150,23,16.0,7.21875,115.5,15.0,6.073333333333333,91.1,False
2014,00-0030107,Theo Riddick,54,<150,23,13.0,7.284615384615384,94.7,16.0,11.1875,179.0,False
2011,00-0028011,Stevan Ridley,90,<150,22,12.0,4.533333333333333,54.4,16.0,12.8375,205.4,False
2013,00-0028083,Jacquizz Rodgers,148,<150,23,15.0,9.413333333333332,141.2,16.0,5.0,80.0,False
2019,00-0035243,Miles Sanders,229,200-249,22,16.0,13.68125,218.9,12.0,14.233333333333334,170.8,False
2019,00-0035250,Devin Singletary,180,150-199,22,12.0,12.325,147.9,16.0,8.975,143.6,False
2003,00-0019863,Dominic Rhodes,43,<150,24,11.0,3.0818181818181816,33.9,11.0,3.6181818181818177,39.8,False
2013,00-0030107,Theo Riddick,13,<150,22,9.0,1.6777777777777778,15.1,13.0,7.284615384615384,94.7,False
2012,00-0028083,Jacquizz Rodgers,147,<150,22,16.0,8.8375,141.4,15.0,9.413333333333332,141.2,False
2011,00-0028083,Jacquizz Rodgers,78,<150,21,16.0,4.39375,70.3,16.0,8.8375,141.4,False
2004,00-0015165,Emmitt Smith,282,250-299,35,15.0,11.736,176.04,0,0.0,0.0,True
2012,00-0026204,Kevin Smith,47,<150,26,9.0,4.811111111111111,43.3,0,0.0,0.0,True
2009,00-0025535,Kolby Smith,17,<150,25,4.0,1.55,6.2,0,0.0,0.0,True
2003,00-0015242,Lamar Smith,12,<150,33,4.0,1.825,7.3,0,0.0,0.0,True
2001,00-0018977,Maurice Smith,256,250-299,25,14.0,10.857142857142858,152.0,0,0.0,0.0,True
2004,00-0022130,Musa Smith,14,<150,22,4.0,2.475,9.9,0,0.0,0.0,True
2004,00-0022138,Onterrio Smith,160,150-199,24,11.0,13.981818181818182,153.8,0,0.0,0.0,True
2005,00-0019673,Paul Smith,10,<150,27,5.0,2.1,10.5,0,0.0,0.0,True
2018,00-0031900,Rod Smith,53,<150,26,13.0,2.5923076923076924,33.7,0,0.0,0.0,True
2020,00-0035957,Rodney Smith,50,<150,24,7.0,5.214285714285714,36.5,0,0.0,0.0,True
2020,00-0034378,Ito Smith,80,<150,25,14.0,4.092857142857143,57.3,0,0.0,0.0,True
2021,00-0035217,Benny Snell,38,<150,23,13.0,1.0076923076923077,13.1,0,0.0,0.0,True
2024,00-0039032,Tyjae Spears,114,<150,23,12.0,9.466666666666669,113.6,13.0,8.592307692307692,111.7,False
2016,00-0027861,C.J. Spiller,12,<150,29,5.0,3.76,18.8,0,0.0,0.0,True
2023,00-0038045,Isaiah Spiller,43,<150,22,9.0,2.111111111111111,19.0,0,0.0,0.0,True
2016,00-0023564,Darren Sproles,146,<150,33,15.0,10.833333333333334,162.5,0,0.0,0.0,True
2003,00-0020849,Charles Stackhouse,7,<150,23,4.0,2.25,9.0,0,0.0,0.0,True
2015,00-0030536,Zac Stacy,40,<150,24,6.0,5.066666666666666,30.4,0,0.0,0.0,True
2005,00-0015523,Duce Staley,44,<150,30,4.0,7.55,30.2,0,0.0,0.0,True
2016,00-0027791,James Starks,82,<150,30,9.0,6.544444444444444,58.9,0,0.0,0.0,True
2008,00-0015601,Aaron Stecker,17,<150,33,6.0,4.083333333333333,24.5,0,0.0,0.0,True
2024,00-0039325,Carson Steele,63,<150,22,12.0,1.9916666666666665,23.9,0,0.0,0.0,True
2012,00-0026956,LaRod Stephens-Howling,127,<150,25,14.0,6.228571428571429,87.2,0,0.0,0.0,True
2024,00-0036875,Rhamondre Stevenson,240,200-249,26,15.0,11.7,175.5,14.0,12.785714285714286,179.0,False
2002,00-0015698,James Stewart,277,250-299,31,14.0,15.528571428571428,217.4,0,0.0,0.0,True
2012,00-0029441,Jeremy Stewart,33,<150,23,4.0,6.075,24.3,0,0.0,0.0,True
2017,00-0026153,Jonathan Stewart,206,200-249,30,15.0,7.813333333333333,117.2,0,0.0,0.0,True
2024,00-0038098,Pierre Strong,40,<150,26,11.0,3.2,35.2,0,0.0,0.0,True
2005,00-0022180,Lee Suggs,14,<150,25,5.0,2.02,10.1,0,0.0,0.0,True
2010,00-0026790,Tyrell Sutton,25,<150,24,4.0,6.525,26.1,0,0.0,0.0,True
2024,00-0036275,D'Andre Swift,295,250-299,25,17.0,12.617647058823527,214.5,16.0,14.23125,227.7,False
2014,00-0031066,Lorenzo Taliaferro,76,<150,23,10.0,7.06,70.6,0,0.0,0.0,True
2013,00-0028613,Phillip Tanner,12,<150,25,5.0,2.7,13.5,0,0.0,0.0,True
2004,00-0022797,Thomas Tapeh,14,<150,24,4.0,1.925,7.7,0,0.0,0.0,True
2014,00-0027890,Ben Tate,128,<150,26,11.0,6.918181818181818,76.1,0,0.0,0.0,True
2011,00-0021314,Chester Taylor,34,<150,32,11.0,3.345454545454545,36.8,0,0.0,0.0,True
2010,00-0016098,Fred Taylor,45,<150,34,7.0,2.585714285714286,18.1,0,0.0,0.0,True
2021,00-0036096,J.J. Taylor,23,<150,23,5.0,3.7,18.5,0,0.0,0.0,True
2024,00-0036223,Jonathan Taylor,321,300-349,25,14.0,17.478571428571428,244.7,17.0,21.323529411764707,362.5,False
2024,00-0035973,Patrick Taylor,42,<150,26,5.0,5.96,29.8,0,0.0,0.0,True
2015,00-0030282,Stepfan Taylor,18,<150,24,6.0,1.2,7.2,0,0.0,0.0,True
2007,00-0020403,Anthony Thomas,51,<150,30,8.0,4.925,39.4,0,0.0,0.0,True
2015,00-0024813,Pierre Thomas,24,<150,31,4.0,5.95,23.8,0,0.0,0.0,True
2014,00-0028000,Daniel Thomas,57,<150,27,12.0,4.508333333333334,54.1,0,0.0,0.0,True
2018,00-0034221,Roc Thomas,10,<150,23,5.0,1.42,7.1,0,0.0,0.0,True
2001,00-0016321,Rodney Thomas,39,<150,28,8.0,2.15,17.2,0,0.0,0.0,True
2020,00-0030404,Chris Thompson,27,<150,30,6.0,7.1000000000000005,42.6,0,0.0,0.0,True
2020,00-0035148,Darwin Thompson,34,<150,23,5.0,6.640000000000001,33.2,0,0.0,0.0,True
2016,00-0030705,Juwan Thompson,8,<150,24,4.0,2.15,8.6,0,0.0,0.0,True
2005,00-0023192,Tyson Thompson,49,<150,24,8.0,2.85,22.8,0,0.0,0.0,True
2015,00-0030855,Zurlon Tipton,10,<150,26,4.0,3.175,12.7,0,0.0,0.0,True
2014,00-0028121,Jordan Todman,57,<150,24,15.0,5.026666666666667,75.4,0,0.0,0.0,True
2005,00-0022057,LaBrandon Toefield,39,<150,25,6.0,7.15,42.9,0,0.0,0.0,True
2011,00-0020536,LaDainian Tomlinson,117,<150,32,14.0,9.492857142857144,132.9,0,0.0,0.0,True
2011,00-0026279,Ryan Torain,65,<150,25,8.0,4.2875,34.3,0,0.0,0.0,True
2010,00-0027257,Keith Toston,21,<150,23,5.0,2.06,10.3,0,0.0,0.0,True
2016,00-0031332,Fitzgerald Toussaint,17,<150,26,6.0,2.0166666666666666,12.1,0,0.0,0.0,True
2024,00-0039384,Tyrone Tracy Jr.,230,200-249,25,17.0,10.723529411764709,182.3,15.0,10.72,160.8,False
2001,00-0020094,Stephen Trejo,5,<150,24,5.0,2.22,11.1,0,0.0,0.0,True
2024,00-0038951,Sean Tucker,59,<150,23,11.0,6.245454545454546,68.7,14.0,6.528571428571429,91.4,False
2017,00-0029273,Robert Turbin,32,<150,28,6.0,4.316666666666666,25.9,0,0.0,0.0,True
2003,00-0015165,Emmitt Smith,104,<150,34,10.0,6.23,62.3,15.0,11.736,176.04,False
2011,00-0026204,Kevin Smith,98,<150,25,7.0,18.085714285714285,126.6,9.0,4.811111111111111,43.3,False
2008,00-0025535,Kolby Smith,45,<150,24,7.0,4.457142857142857,31.2,4.0,1.55,6.2,False
2002,00-0015242,Lamar Smith,229,200-249,32,11.0,13.490909090909092,148.4,4.0,1.825,7.3,False
2007,00-0022130,Musa Smith,102,<150,25,16.0,5.2875,84.6,0,0.0,0.0,True
2003,00-0022138,Onterrio Smith,122,<150,23,10.0,11.78,117.8,11.0,13.981818181818182,153.8,False
2002,00-0019673,Paul Smith,23,<150,24,4.0,4.325,17.3,0,0.0,0.0,True
2017,00-0031900,Rod Smith,74,<150,25,10.0,9.24,92.4,13.0,2.5923076923076924,33.7,False
2019,00-0034378,Ito Smith,33,<150,24,7.0,5.185714285714285,36.3,14.0,4.092857142857143,57.3,False
2020,00-0035217,Benny Snell,121,<150,22,15.0,4.993333333333334,74.9,13.0,1.0076923076923077,13.1,False
2023,00-0039032,Tyjae Spears,152,150-199,22,17.0,9.047058823529412,153.8,12.0,9.466666666666669,113.6,False
2015,00-0027861,C.J. Spiller,70,<150,28,13.0,6.238461538461538,81.1,5.0,3.76,18.8,False
2022,00-0038045,Isaiah Spiller,21,<150,21,5.0,1.6800000000000002,8.4,9.0,2.111111111111111,19.0,False
2005,00-0023564,Darren Sproles,11,<150,22,7.0,1.2857142857142858,9.0,0,0.0,0.0,True
2002,00-0020849,Charles Stackhouse,13,<150,22,13.0,2.907692307692308,37.8,4.0,2.25,9.0,False
2014,00-0030536,Zac Stacy,94,<150,23,9.0,7.166666666666667,64.5,6.0,5.066666666666666,30.4,False
2004,00-0015523,Duce Staley,198,150-199,29,10.0,9.65,96.5,4.0,7.55,30.2,False
2015,00-0027791,James Starks,191,150-199,29,16.0,10.31875,165.1,9.0,6.544444444444444,58.9,False
2007,00-0015601,Aaron Stecker,151,150-199,32,14.0,9.35,130.9,6.0,4.083333333333333,24.5,False
2011,00-0026956,LaRod Stephens-Howling,56,<150,24,14.0,4.65,65.1,14.0,6.228571428571429,87.2,False
2023,00-0036875,Rhamondre Stevenson,194,150-199,25,12.0,12.141666666666666,145.7,15.0,11.7,175.5,False
2001,00-0015698,James Stewart,166,150-199,30,11.0,11.60909090909091,127.7,14.0,15.528571428571428,217.4,False
2016,00-0026153,Jonathan Stewart,226,200-249,29,13.0,11.261538461538462,146.4,15.0,7.813333333333333,117.2,False
2023,00-0038098,Pierre Strong,68,<150,25,13.0,3.292307692307692,42.8,11.0,3.2,35.2,False
2004,00-0022180,Lee Suggs,219,200-249,24,10.0,12.42,124.2,5.0,2.02,10.1,False
2009,00-0026790,Tyrell Sutton,18,<150,23,6.0,3.1666666666666665,19.0,4.0,6.525,26.1,False
2023,00-0036275,D'Andre Swift,268,250-299,24,16.0,12.45625,199.3,17.0,12.617647058823527,214.5,False
2012,00-0028613,Phillip Tanner,29,<150,24,5.0,2.84,14.2,5.0,2.7,13.5,False
2007,00-0022797,Thomas Tapeh,13,<150,27,8.0,1.85,14.8,0,0.0,0.0,True
2013,00-0027890,Ben Tate,215,200-249,25,14.0,10.364285714285714,145.1,11.0,6.918181818181818,76.1,False
2010,00-0021314,Chester Taylor,132,<150,31,16.0,4.9125,78.6,11.0,3.345454545454545,36.8,False
2009,00-0016098,Fred Taylor,65,<150,33,6.0,8.766666666666667,52.6,7.0,2.585714285714286,18.1,False
2020,00-0036096,J.J. Taylor,24,<150,22,5.0,2.48,12.4,5.0,3.7,18.5,False
2023,00-0036223,Jonathan Taylor,188,150-199,24,10.0,15.64,156.4,14.0,17.478571428571428,244.7,False
2023,00-0035973,Patrick Taylor,43,<150,25,10.0,3.0,30.0,5.0,5.96,29.8,False
2014,00-0030282,Stepfan Taylor,74,<150,23,12.0,5.491666666666667,65.9,6.0,1.2,7.2,False
2006,00-0020403,Anthony Thomas,129,<150,29,14.0,5.978571428571429,83.7,8.0,4.925,39.4,False
2014,00-0024813,Pierre Thomas,90,<150,30,11.0,11.181818181818182,123.0,4.0,5.95,23.8,False
2013,00-0028000,Daniel Thomas,124,<150,26,15.0,6.526666666666667,97.9,12.0,4.508333333333334,54.1,False
2019,00-0030404,Chris Thompson,79,<150,29,11.0,8.509090909090908,93.6,6.0,7.1000000000000005,42.6,False
2019,00-0035148,Darwin Thompson,46,<150,22,10.0,3.21,32.1,5.0,6.640000000000001,33.2,False
2015,00-0030705,Juwan Thompson,24,<150,23,7.0,2.271428571428572,15.9,4.0,2.15,8.6,False
2007,00-0023192,Tyson Thompson,14,<150,26,4.0,1.35,5.4,0,0.0,0.0,True
2016,00-0028121,Jordan Todman,9,<150,26,4.0,2.975,11.9,0,0.0,0.0,True
2004,00-0022057,LaBrandon Toefield,79,<150,24,14.0,4.571428571428571,64.0,6.0,7.15,42.9,False
2010,00-0020536,LaDainian Tomlinson,271,250-299,31,15.0,14.413333333333332,216.2,14.0,9.492857142857144,132.9,False
2010,00-0026279,Ryan Torain,182,150-199,24,10.0,13.87,138.7,8.0,4.2875,34.3,False
2016,00-0029273,Robert Turbin,73,<150,27,15.0,7.22,108.3,6.0,4.316666666666666,25.9,False
2002,00-0015165,Emmitt Smith,270,250-299,33,16.0,9.4,150.4,10.0,6.23,62.3,False
2010,00-0026204,Kevin Smith,44,<150,24,6.0,5.966666666666666,35.8,7.0,18.085714285714285,126.6,False
2007,00-0025535,Kolby Smith,134,<150,23,9.0,10.233333333333333,92.1,7.0,4.457142857142857,31.2,False
2001,00-0015242,Lamar Smith,343,300-349,31,16.0,11.7625,188.2,11.0,13.490909090909092,148.4,False
2006,00-0022130,Musa Smith,58,<150,24,12.0,4.066666666666666,48.8,16.0,5.2875,84.6,False
2018,00-0034378,Ito Smith,117,<150,23,13.0,7.515384615384615,97.7,7.0,5.185714285714285,36.3,False
2019,00-0035217,Benny Snell,111,<150,21,11.0,5.263636363636364,57.9,15.0,4.993333333333334,74.9,False
2014,00-0027861,C.J. Spiller,97,<150,27,9.0,7.944444444444445,71.5,13.0,6.238461538461538,81.1,False
2019,00-0023564,Darren Sproles,23,<150,36,6.0,2.8666666666666667,17.2,0,0.0,0.0,True
2013,00-0030536,Zac Stacy,276,250-299,22,13.0,14.107692307692307,183.4,9.0,7.166666666666667,64.5,False
2003,00-0015523,Duce Staley,133,<150,28,16.0,9.86875,157.9,10.0,9.65,96.5,False
2014,00-0027791,James Starks,103,<150,28,14.0,5.521428571428571,77.3,16.0,10.31875,165.1,False
2006,00-0015601,Aaron Stecker,23,<150,31,7.0,5.585714285714286,39.1,14.0,9.35,130.9,False
2010,00-0026956,LaRod Stephens-Howling,39,<150,23,12.0,4.7,56.4,14.0,4.65,65.1,False
2022,00-0036875,Rhamondre Stevenson,279,250-299,24,17.0,14.53529411764706,247.1,12.0,12.141666666666666,145.7,False
2015,00-0026153,Jonathan Stewart,258,250-299,28,13.0,12.523076923076925,162.8,13.0,11.261538461538462,146.4,False
2022,00-0038098,Pierre Strong,17,<150,24,4.0,6.8,27.2,13.0,3.292307692307692,42.8,False
2003,00-0022180,Lee Suggs,58,<150,23,4.0,10.225,40.9,10.0,12.42,124.2,False
2022,00-0036275,D'Andre Swift,147,<150,23,14.0,13.564285714285717,189.9,16.0,12.45625,199.3,False
2011,00-0028613,Phillip Tanner,24,<150,23,4.0,4.375,17.5,5.0,2.84,14.2,False
2006,00-0022797,Thomas Tapeh,21,<150,26,12.0,2.6166666666666667,31.4,8.0,1.85,14.8,False
2012,00-0027890,Ben Tate,76,<150,24,11.0,4.890909090909091,53.8,14.0,10.364285714285714,145.1,False
2009,00-0021314,Chester Taylor,137,<150,30,16.0,8.00625,128.1,16.0,4.9125,78.6,False
2008,00-0016098,Fred Taylor,159,150-199,32,13.0,6.56923076923077,85.4,6.0,8.766666666666667,52.6,False
2022,00-0036223,Jonathan Taylor,220,200-249,23,11.0,13.30909090909091,146.4,10.0,15.64,156.4,False
2022,00-0035973,Patrick Taylor,11,<150,24,4.0,1.45,5.8,10.0,3.0,30.0,False
2013,00-0030282,Stepfan Taylor,44,<150,22,11.0,2.4181818181818184,26.6,12.0,5.491666666666667,65.9,False
2005,00-0020403,Anthony Thomas,47,<150,28,9.0,1.6111111111111112,14.5,14.0,5.978571428571429,83.7,False
2013,00-0024813,Pierre Thomas,224,200-249,29,16.0,13.325,213.2,11.0,11.181818181818182,123.0,False
2012,00-0028000,Daniel Thomas,106,<150,25,12.0,6.925,83.1,15.0,6.526666666666667,97.9,False
2018,00-0030404,Chris Thompson,84,<150,28,10.0,9.12,91.2,11.0,8.509090909090908,93.6,False
2014,00-0030705,Juwan Thompson,58,<150,22,12.0,4.308333333333334,51.7,7.0,2.271428571428572,15.9,False
2013,00-0028121,Jordan Todman,90,<150,23,15.0,4.613333333333333,69.2,15.0,5.026666666666667,75.4,False
2003,00-0022057,LaBrandon Toefield,67,<150,23,15.0,4.332,64.98,14.0,4.571428571428571,64.0,False
2009,00-0020536,LaDainian Tomlinson,243,200-249,30,14.0,12.6,176.4,15.0,14.413333333333332,216.2,False
2015,00-0029273,Robert Turbin,57,<150,26,10.0,3.5200000000000005,35.2,15.0,7.22,108.3,False
2001,00-0015165,Emmitt Smith,278,250-299,32,14.0,10.478571428571428,146.7,16.0,9.4,150.4,False
2009,00-0026204,Kevin Smith,257,250-299,23,13.0,13.96923076923077,181.6,6.0,5.966666666666666,35.8,False
2013,00-0027861,C.J. Spiller,235,200-249,26,15.0,10.32,154.8,9.0,7.944444444444445,71.5,False
2018,00-0023564,Darren Sproles,44,<150,35,6.0,10.166666666666666,61.0,6.0,2.8666666666666667,17.2,False
2002,00-0015523,Duce Staley,320,300-349,27,16.0,16.1375,258.2,16.0,9.86875,157.9,False
2013,00-0027791,James Starks,99,<150,27,13.0,7.092307692307693,92.2,14.0,5.521428571428571,77.3,False
2005,00-0015601,Aaron Stecker,130,<150,30,13.0,7.338461538461539,95.4,7.0,5.585714285714286,39.1,False
2009,00-0026956,LaRod Stephens-Howling,16,<150,22,13.0,2.292307692307692,29.8,12.0,4.7,56.4,False
2021,00-0036875,Rhamondre Stevenson,147,<150,23,12.0,9.575,114.9,17.0,14.53529411764706,247.1,False
2014,00-0026153,Jonathan Stewart,200,200-249,27,13.0,11.23076923076923,146.0,13.0,12.523076923076925,162.8,False
2021,00-0036275,D'Andre Swift,213,200-249,22,13.0,16.053846153846152,208.7,14.0,13.564285714285717,189.9,False
2011,00-0027890,Ben Tate,188,150-199,23,15.0,9.0,135.0,11.0,4.890909090909091,53.8,False
2008,00-0021314,Chester Taylor,146,<150,29,16.0,10.06,160.96,16.0,8.00625,128.1,False
2007,00-0016098,Fred Taylor,232,200-249,31,15.0,10.866666666666667,163.0,13.0,6.56923076923077,85.4,False
2021,00-0036223,Jonathan Taylor,372,350+,22,17.0,21.947058823529414,373.1,11.0,13.30909090909091,146.4,False
2021,00-0035973,Patrick Taylor,25,<150,23,4.0,4.3,17.2,4.0,1.45,5.8,False
2004,00-0020403,Anthony Thomas,139,<150,27,12.0,6.716666666666666,80.6,9.0,1.6111111111111112,14.5,False
2012,00-0024813,Pierre Thomas,144,<150,28,15.0,8.913333333333332,133.7,16.0,13.325,213.2,False
2011,00-0028000,Daniel Thomas,177,150-199,24,13.0,6.253846153846154,81.3,12.0,6.925,83.1,False
2017,00-0030404,Chris Thompson,103,<150,27,10.0,15.54,155.4,10.0,9.12,91.2,False
2008,00-0020536,LaDainian Tomlinson,344,300-349,29,16.0,17.25,276.0,14.0,12.6,176.4,False
2014,00-0029273,Robert Turbin,90,<150,25,16.0,4.725,75.6,10.0,3.5200000000000005,35.2,False
2008,00-0026204,Kevin Smith,278,250-299,22,16.0,13.19375,211.1,13.0,13.96923076923077,181.6,False
2012,00-0027861,C.J. Spiller,250,250-299,25,16.0,15.95625,255.3,15.0,10.32,154.8,False
2015,00-0023564,Darren Sproles,138,<150,32,16.0,10.09375,161.5,15.0,10.833333333333334,162.5,False
2001,00-0015523,Duce Staley,229,200-249,26,13.0,16.0,208.0,16.0,16.1375,258.2,False
2012,00-0027791,James Starks,75,<150,26,6.0,6.433333333333334,38.6,13.0,7.092307692307693,92.2,False
2004,00-0015601,Aaron Stecker,87,<150,29,14.0,6.2,86.8,13.0,7.338461538461539,95.4,False
2013,00-0026153,Jonathan Stewart,55,<150,26,6.0,4.9,29.4,13.0,11.23076923076923,146.0,False
2020,00-0036275,D'Andre Swift,160,150-199,21,13.0,14.6,189.8,13.0,16.053846153846152,208.7,False
2007,00-0021314,Chester Taylor,186,150-199,28,14.0,12.564285714285717,175.9,16.0,10.06,160.96,False
2006,00-0016098,Fred Taylor,254,250-299,30,15.0,12.92,193.8,15.0,10.866666666666667,163.0,False
2020,00-0036223,Jonathan Taylor,268,250-299,21,15.0,16.853333333333335,252.8,17.0,21.947058823529414,373.1,False
2003,00-0020403,Anthony Thomas,253,250-299,26,13.0,11.615384615384617,151.0,12.0,6.716666666666666,80.6,False
2011,00-0024813,Pierre Thomas,160,150-199,27,16.0,11.41875,182.7,15.0,8.913333333333332,133.7,False
2016,00-0030404,Chris Thompson,117,<150,26,16.0,9.23125,147.7,10.0,15.54,155.4,False
2007,00-0020536,LaDainian Tomlinson,375,350+,28,16.0,22.97375,367.58,16.0,17.25,276.0,False
2013,00-0029273,Robert Turbin,85,<150,24,15.0,2.6933333333333334,40.4,16.0,4.725,75.6,False
2011,00-0027861,C.J. Spiller,146,<150,24,16.0,9.8875,158.2,16.0,15.95625,255.3,False
2014,00-0023564,Darren Sproles,97,<150,31,15.0,10.506666666666666,157.6,16.0,10.09375,161.5,False
2011,00-0027791,James Starks,162,150-199,25,13.0,8.646153846153847,112.4,6.0,6.433333333333334,38.6,False
2003,00-0015601,Aaron Stecker,46,<150,28,12.0,2.6916666666666664,32.3,14.0,6.2,86.8,False
2012,00-0026153,Jonathan Stewart,110,<150,25,9.0,8.7,78.3,6.0,4.9,29.4,False
2006,00-0021314,Chester Taylor,346,300-349,27,15.0,14.813333333333333,222.2,14.0,12.564285714285717,175.9,False
2005,00-0016098,Fred Taylor,207,200-249,29,11.0,10.727272727272728,118.0,15.0,12.92,193.8,False
2002,00-0020403,Anthony Thomas,238,200-249,25,12.0,11.866666666666667,142.4,13.0,11.615384615384617,151.0,False
2010,00-0024813,Pierre Thomas,112,<150,26,6.0,14.666666666666666,88.0,16.0,11.41875,182.7,False
2015,00-0030404,Chris Thompson,70,<150,25,13.0,7.123076923076923,92.6,16.0,9.23125,147.7,False
2006,00-0020536,LaDainian Tomlinson,405,350+,27,16.0,30.06875,481.1,16.0,22.97375,367.58,False
2012,00-0029273,Robert Turbin,99,<150,23,15.0,4.833333333333333,72.5,15.0,2.6933333333333334,40.4,False
2010,00-0027861,C.J. Spiller,98,<150,23,14.0,5.571428571428571,78.0,16.0,9.8875,158.2,False
2013,00-0023564,Darren Sproles,124,<150,30,15.0,11.693333333333332,175.4,15.0,10.506666666666666,157.6,False
2002,00-0015601,Aaron Stecker,41,<150,27,12.0,2.9416666666666664,35.3,12.0,2.6916666666666664,32.3,False
2011,00-0026153,Jonathan Stewart,189,150-199,24,16.0,12.15,194.4,9.0,8.7,78.3,False
2005,00-0021314,Chester Taylor,158,150-199,26,14.0,8.607142857142858,120.5,15.0,14.813333333333333,222.2,False
2004,00-0016098,Fred Taylor,296,250-299,28,14.0,14.778571428571428,206.9,11.0,10.727272727272728,118.0,False
2001,00-0020403,Anthony Thomas,300,300-349,24,14.0,14.45,202.3,12.0,11.866666666666667,142.4,False
2009,00-0024813,Pierre Thomas,186,150-199,25,14.0,13.892857142857142,194.5,6.0,14.666666666666666,88.0,False
2005,00-0020536,LaDainian Tomlinson,391,350+,26,16.0,22.8925,366.28,16.0,30.06875,481.1,False
2012,00-0023564,Darren Sproles,123,<150,29,13.0,16.638461538461538,216.3,15.0,11.693333333333332,175.4,False
2001,00-0015601,Aaron Stecker,34,<150,26,7.0,5.614285714285714,39.3,12.0,2.9416666666666664,35.3,False
2010,00-0026153,Jonathan Stewart,186,150-199,23,14.0,7.521428571428571,105.3,16.0,12.15,194.4,False
2004,00-0021314,Chester Taylor,190,150-199,25,16.0,8.1125,129.8,14.0,8.607142857142858,120.5,False
2003,00-0016098,Fred Taylor,393,350+,27,16.0,17.2625,276.2,14.0,14.778571428571428,206.9,False
2008,00-0024813,Pierre Thomas,160,150-199,24,14.0,13.707142857142856,191.9,14.0,13.892857142857142,194.5,False
2004,00-0020536,LaDainian Tomlinson,392,350+,25,15.0,22.27466666666667,334.12,16.0,22.8925,366.28,False
2011,00-0023564,Darren Sproles,174,150-199,28,16.0,17.3375,277.4,13.0,16.638461538461538,216.3,False
2009,00-0026153,Jonathan Stewart,239,200-249,22,16.0,12.95,207.2,14.0,7.521428571428571,105.3,False
2003,00-0021314,Chester Taylor,83,<150,24,16.0,4.425,70.8,16.0,8.1125,129.8,False
2002,00-0016098,Fred Taylor,336,300-349,26,16.0,16.8375,269.4,16.0,17.2625,276.2,False
2007,00-0024813,Pierre Thomas,69,<150,23,9.0,8.166666666666666,73.5,14.0,13.707142857142856,191.9,False
2003,00-0020536,LaDainian Tomlinson,413,350+,24,16.0,27.74,443.84,15.0,22.27466666666667,334.12,False
2010,00-0023564,Darren Sproles,110,<150,27,16.0,9.25,148.0,16.0,17.3375,277.4,False
2008,00-0026153,Jonathan Stewart,191,150-199,21,16.0,9.6375,154.2,16.0,12.95,207.2,False
2002,00-0021314,Chester Taylor,47,<150,23,15.0,3.553333333333333,53.3,16.0,4.425,70.8,False
2002,00-0020536,LaDainian Tomlinson,451,350+,23,16.0,24.0125,384.2,16.0,27.74,443.84,False
2009,00-0023564,Darren Sproles,138,<150,26,16.0,11.0625,177.0,16.0,9.25,148.0,False
2001,00-0020536,LaDainian Tomlinson,398,350+,22,16.0,16.83125,269.3,16.0,24.0125,384.2,False
2008,00-0023564,Darren Sproles,90,<150,25,15.0,9.346666666666666,140.2,16.0,11.0625,177.0,False
2007,00-0023564,Darren Sproles,47,<150,24,8.0,6.6875,53.5,15.0,9.346666666666666,140.2,False
2012,00-0022821,Michael Turner,241,200-249,30,16.0,10.9875,175.8,0,0.0,0.0,True
2024,00-0039364,Sione Vaki,9,<150,23,4.0,2.025,8.1,0,0.0,0.0,True
2024,00-0038622,Deuce Vaughn,20,<150,23,5.0,2.3600000000000003,11.8,0,0.0,0.0,True
2023,00-0036450,Ke'Shawn Vaughn,26,<150,26,5.0,1.28,6.4,0,0.0,0.0,True
2017,00-0027994,Shane Vereen,89,<150,28,15.0,5.58,83.7,0,0.0,0.0,True
2024,00-0039391,Kimani Vidal,48,<150,23,9.0,3.6333333333333337,32.7,12.0,9.825,117.9,False
2007,00-0024850,Darius Walker,71,<150,22,4.0,13.925,55.7,0,0.0,0.0,True
2024,00-0038134,Kenneth Walker III,199,150-199,24,11.0,16.472727272727273,181.2,17.0,11.288235294117648,191.9,False
2021,00-0035187,Austin Walter,28,<150,25,4.0,4.75,19.0,0,0.0,0.0,True
2011,00-0022770,Derrick Ward,45,<150,31,5.0,5.48,27.4,0,0.0,0.0,True
2021,00-0035924,Jonathan Ward,12,<150,24,6.0,1.6166666666666665,9.7,0,0.0,0.0,True
2017,00-0031682,Terron Ward,33,<150,25,4.0,3.825,15.3,0,0.0,0.0,True
2012,00-0024559,D.J. Ware,25,<150,27,14.0,2.0785714285714287,29.1,0,0.0,0.0,True
2018,00-0030414,Spencer Ware,71,<150,27,11.0,7.181818181818182,79.0,0,0.0,0.0,True
2024,00-0037228,Jaylen Warren,158,150-199,26,15.0,8.273333333333333,124.1,16.0,13.56875,217.1,False
2001,00-0017218,Lamont Warren,101,<150,28,16.0,7.29375,116.7,0,0.0,0.0,True
2020,00-0032940,DeAndre Washington,36,<150,27,4.0,4.275,17.1,0,0.0,0.0,True
2019,00-0032450,Dwayne Washington,9,<150,25,4.0,1.9,7.6,0,0.0,0.0,True
