season,team,games,total_points,ppg,plays,total_epa,mean_epa,total_yards,games_est,yards_per_game,epa_per_play,epa_rank,epa_per_play_pctile,ppg_rank,ppg_pctile,ypg_rank,yards_per_game_pctile
2014,IND,16,458.0,28.625,1135,30.02828384618713,0.0264566377499446,6524.0,16,407.75,0.0264566377499446,9,0.75,6,0.84375,3,0.9375
2014,JAX,16,249.0,15.5625,1033,-167.0752594192927,-0.161737908440748,4639.0,16,289.9375,-0.161737908440748,31,0.0625,32,0.03125,31,0.0625
2014,KC,16,353.0,22.0625,1000,23.64439918667833,0.0236443991866783,5105.0,16,319.0625,0.0236443991866783,10,0.71875,16,0.53125,26,0.21875
2014,LA,16,324.0,20.25,993,-115.74284449021756,-0.1165587557806823,5047.0,16,315.4375,-0.1165587557806823,29,0.125,21,0.375,28,0.15625
2014,LAC,16,348.0,21.75,1064,17.804821446010635,0.0167338547424912,5468.0,16,341.75,0.0167338547424912,12,0.65625,17,0.5,19,0.4375
2014,LV,16,253.0,15.8125,1023,-174.3091218312166,-0.1703901484176115,4520.0,16,282.5,-0.1703901484176115,32,0.03125,31,0.0625,32,0.03125
2014,MIA,16,388.0,24.25,1080,21.22188717450906,0.0196498955319528,5616.0,16,351.0,0.0196498955319528,11,0.6875,11,0.6875,14,0.59375
2014,MIN,16,325.0,20.3125,1010,-29.7645768496602,-0.0294698780689704,5071.0,16,316.9375,-0.0294698780689704,21,0.375,20,0.40625,27,0.1875
2014,NE,16,468.0,29.25,1115,99.57094582661452,0.0893012967054838,5873.0,16,367.0625,0.0893012967054838,5,0.875,4,0.90625,11,0.6875
2014,NO,16,401.0,25.0625,1125,74.68370362708659,0.066385514335188,6591.0,16,411.9375,0.066385514335188,8,0.78125,9,0.75,2,0.96875
2014,NYG,16,380.0,23.75,1119,-16.036770183766865,-0.0143313406467979,5885.0,16,367.8125,-0.0143313406467979,17,0.5,13,0.625,10,0.71875
2014,NYJ,16,283.0,17.6875,1080,-83.3115328807159,-0.077140308222885,5232.0,16,327.0,-0.077140308222885,27,0.1875,28,0.15625,22,0.34375
2014,PHI,16,474.0,29.625,1159,-6.093609358869659,-0.0052576439679634,6360.0,16,397.5,-0.0052576439679634,14,0.59375,3,0.9375,5,0.875
2014,PIT,16,436.0,27.25,1087,131.70347567030262,0.1211623511226335,6601.0,16,412.5625,0.1211623511226335,2,0.96875,7,0.8125,1,1.0
2014,SEA,16,394.0,24.625,1041,93.1572678576338,0.0894882496230872,6032.0,16,377.0,0.0894882496230872,4,0.90625,10,0.71875,9,0.75
2014,SF,16,306.0,19.125,1046,-30.090865719361208,-0.0287675580491024,5255.0,16,328.4375,-0.0287675580491024,20,0.40625,25,0.25,21,0.375
2014,TB,16,277.0,17.3125,987,-109.49976680931718,-0.1109420129780315,4672.0,16,292.0,-0.1109420129780315,28,0.15625,29,0.125,30,0.09375
2014,TEN,16,254.0,15.875,951,-116.89765586354328,-0.1229207737786995,4872.0,16,304.5,-0.1229207737786995,30,0.09375,30,0.09375,29,0.125
2014,WAS,16,301.0,18.8125,1049,-55.60575251905249,-0.0530083436787916,5744.0,16,359.0,-0.0530083436787916,24,0.28125,26,0.21875,13,0.625
2015,ARI,16,489.0,30.5625,1065,141.79330979156245,0.1331392580202464,6562.0,16,410.125,0.1331392580202464,1,1.0,2,0.96875,1,1.0
2015,ATL,16,339.0,21.1875,1126,-0.7814391487858341,-0.0006939956916392,6002.0,16,375.125,-0.0006939956916392,16,0.53125,21,0.359375,7,0.8125
2015,BAL,16,328.0,20.5,1125,-92.06871922492034,-0.0818388615332625,5754.0,16,359.625,-0.0818388615332625,28,0.15625,25,0.25,14,0.59375
2015,BUF,16,379.0,23.6875,1058,25.576248788418187,0.0241741481932118,5799.0,16,362.4375,0.0241741481932118,11,0.6875,12,0.65625,13,0.625
2015,CAR,16,500.0,31.25,1080,80.0890687187218,0.0741565451099276,5888.0,16,368.0,0.0741565451099276,7,0.8125,1,1.0,11,0.6875
2015,CHI,16,335.0,20.9375,1066,-22.483220959965745,-0.0210912016509997,5524.0,16,345.25,-0.0210912016509997,18,0.46875,23,0.3125,21,0.375
2015,CIN,16,419.0,26.1875,1037,79.48067941845657,0.0766448210399774,5748.0,16,359.25,0.0766448210399774,6,0.84375,7,0.8125,15,0.5625
2015,CLE,16,278.0,17.375,1097,-80.17222293972881,-0.073083156736307,5321.0,16,332.5625,-0.073083156736307,27,0.1875,30,0.09375,25,0.234375
2015,DAL,16,275.0,17.1875,1012,-72.36086239264621,-0.0715028284512314,5371.0,16,335.6875,-0.0715028284512314,26,0.21875,31,0.0625,23,0.3125
2015,DEN,16,355.0,22.1875,1091,-76.59878805097706,-0.0702097049046535,5697.0,16,356.0625,-0.0702097049046535,25,0.25,19,0.4375,16,0.53125
2015,DET,16,358.0,22.375,1066,-22.665360636246245,-0.0212620643867225,5563.0,16,347.6875,-0.0212620643867225,19,0.4375,18,0.46875,20,0.40625
