coach,qb_id,qb_name,n_with,raw_with,resid_with,n_elsewhere,raw_elsewhere,resid_elsewhere,raw_delta,resid_delta
Chip Kelly {{small|(fired on December 29)}},00-0027854,Sam Bradford,1,0.34375,-0.1761740986717267,4,0.234375,-0.22788322007194628,0.109375,0.051709121400219576
Chris Beatty,00-0039918,Caleb Williams,1,0.21875,-0.1010964427750773,1,0.78125,0.3244155491119971,-0.5625,-0.4255119918870744
Chris Palmer,00-0007091,Matt Hasselbeck,1,0.4375,-0.144107404692082,10,0.5522177419354839,-0.0041126752936806125,-0.1147177419354839,-0.13999472939840138
Chris Palmer,00-0020608,David Carr,4,0.2890625,-0.16279465440374355,1,0.40625,-0.1386464853153587,-0.1171875,-0.024148169088384852
Chris Tabor,00-0039150,Bryce Young,1,0.125,-0.1948464427750773,1,0.21875,-0.2843479543666405,-0.09375,0.08950151159156322
Chuck Pagano,00-0007091,Matt Hasselbeck,1,0.125,-0.5875,10,0.5834677419354839,0.04022658423711119,-0.4584677419354839,-0.6277265842371113
Chuck Pagano,00-0029668,Andrew Luck,4,0.6796875,0.2235186666637301,1,0.71875,0.1494959677419355,-0.0390625,0.07402269892179461
Chuck Pagano,00-0033119,Jacoby Brissett,1,0.21875,-0.2380844508880029,3,0.4791666666666667,-0.059587740888144135,-0.2604166666666667,-0.17849670999985875
Clarence Shelmon,00-0022942,Philip Rivers,5,0.875,0.32557508631535564,10,0.715625,0.14844837241460668,0.15937500000000004,0.17712671390074897
Clyde Christensen,00-0008442,Brad Johnson,1,0.6129032258064516,0.0935438049853372,5,0.3911290322580645,-0.1419897126845553,0.22177419354838712,0.2355335176698925
Clyde Christensen,00-0010346,Peyton Manning,1,0.90625,0.3246425953079179,14,0.881192396313364,0.31482466574033247,0.02505760368663601,0.009817929567585426
Clyde Christensen,00-0024226,Jay Cutler,1,0.09375,-0.3881344876660341,9,0.4652777777777778,-0.06700422927813184,-0.3715277777777778,-0.32113025838790227
Clyde Christensen,00-0029701,Ryan Tannehill,1,0.5,-0.0448964853153587,9,0.5034722222222222,-0.007654379458079986,-0.00347222222222221,-0.03724210585727871
