team,plays,total_epa,mean_epa,total_yards,games_est,season
ATL,1072,7.445049427734922,0.006945008794528845,6057.0,16,2014
BAL,1052,70.32676814307082,0.06685054005995325,5858.0,16,2014
BUF,1047,-77.74833894803004,-0.0742582033887584,5116.0,16,2014
CAR,1093,-7.3640966810667035,-0.006737508399878045,5557.0,16,2014
CHI,1048,-52.143418387190145,-0.04975517021678449,5256.0,16,2014
CIN,1053,-18.570552504980274,-0.017635852331415264,5585.0,16,2014
CLE,1047,-74.31504717042107,-0.07097903263650532,5199.0,16,2014
DAL,1045,122.68967127946844,0.11740638399949133,6153.0,16,2014
DEN,1109,94.40232663260774,0.0851238292449123,6470.0,16,2014
DET,1074,-7.467572824785229,-0.006953047322891275,5472.0,16,2014
GB,1030,145.99691928411443,0.1417445818292373,6204.0,16,2014
HOU,1092,-34.35505769654309,-0.031460675546284886,5534.0,16,2014
IND,1135,30.02828384618713,0.026456637749944608,6524.0,16,2014
JAX,1033,-167.0752594192927,-0.16173790844074803,4639.0,16,2014
KC,1000,23.64439918667833,0.023644399186678332,5105.0,16,2014
LA,993,-115.74284449021755,-0.11655875578068232,5047.0,16,2014
LAC,1064,17.804821446010635,0.0167338547424912,5468.0,16,2014
LV,1023,-174.3091218312166,-0.17039014841761155,4520.0,16,2014
MIA,1080,21.22188717450906,0.019649895531952833,5616.0,16,2014
MIN,1010,-29.7645768496602,-0.029469878068970497,5071.0,16,2014
NE,1115,99.57094582661453,0.08930129670548388,5873.0,16,2014
NO,1125,74.68370362708659,0.06638551433518808,6591.0,16,2014
NYG,1119,-16.036770183766865,-0.014331340646797914,5885.0,16,2014
NYJ,1080,-83.3115328807159,-0.07714030822288509,5232.0,16,2014
PHI,1159,-6.093609358869659,-0.005257643967963467,6360.0,16,2014
PIT,1087,131.70347567030262,0.1211623511226335,6601.0,16,2014
SEA,1041,93.15726785763381,0.08948824962308724,6032.0,16,2014
SF,1046,-30.090865719361208,-0.02876755804910249,5255.0,16,2014
TB,987,-109.49976680931718,-0.11094201297803159,4672.0,16,2014
TEN,951,-116.89765586354328,-0.12292077377869956,4872.0,16,2014
WAS,1049,-55.60575251905249,-0.053008343678791696,5744.0,16,2014
ARI,1065,141.79330979156245,0.13313925802024643,6562.0,16,2015
ATL,1126,-0.7814391487858341,-0.0006939956916392842,6002.0,16,2015
BAL,1125,-92.06871922492034,-0.08183886153326253,5754.0,16,2015
BUF,1058,25.576248788418187,0.024174148193211897,5799.0,16,2015
CAR,1080,80.0890687187218,0.0741565451099276,5888.0,16,2015
CHI,1066,-22.483220959965745,-0.02109120165099976,5524.0,16,2015
CIN,1037,79.48067941845657,0.07664482103997741,5748.0,16,2015
CLE,1097,-80.17222293972881,-0.07308315673630703,5321.0,16,2015
DAL,1012,-72.36086239264621,-0.07150282845123143,5371.0,16,2015
DEN,1091,-76.59878805097706,-0.07020970490465359,5697.0,16,2015
DET,1066,-22.665360636246245,-0.021262064386722557,5563.0,16,2015
GB,1130,4.952155781041025,0.004382438744284093,5373.0,16,2015
HOU,1160,-62.2511543437781,-0.05366478822739491,5592.0,16,2015
IND,1079,-88.76874588329301,-0.08226945864994718,5165.0,16,2015
JAX,1050,-56.563188402692035,-0.05386970324065908,5589.0,16,2015
KC,986,32.18595429416809,0.03264295567359847,5317.0,16,2015
LA,946,-137.60822488945718,-0.14546323984086382,4777.0,16,2015
LAC,1160,-19.717955161960575,-0.016998237208586703,5962.0,16,2015
LV,1038,-43.072161166561216,-0.04149533831075262,5350.0,16,2015
MIA,1020,-31.314165392497095,-0.030700162149506955,5321.0,16,2015
MIN,1008,22.93818751962109,0.022756138412322508,5159.0,16,2015
NE,1091,97.11552239905124,0.0890151442704411,6012.0,16,2015
NO,1138,88.90615703442926,0.07812491830793432,6479.0,16,2015
NYG,1101,27.888121912109728,0.025329811001007927,5963.0,16,2015
NYJ,1094,27.123435286394066,0.024792902455570445,5936.0,16,2015
PHI,1143,-50.439298169287284,-0.0441288697894027,5842.0,16,2015
PIT,1053,86.76530287747211,0.08239819836417105,6363.0,16,2015
SEA,1053,107.60232364341181,0.10218644220646896,6084.0,16,2015
SF,996,-90.44989606154955,-0.09081314865617425,4872.0,16,2015
TB,1075,7.378729033470707,0.006863933984623914,6034.0,16,2015
TEN,1021,-103.5880973940051,-0.10145749010186592,5001.0,16,2015
WAS,1051,23.978581863703717,0.022815016045388884,5677.0,16,2015
ARI,1142,-7.271457799434716,-0.006367301050293096,5877.0,16,2016
ATL,1028,196.98910687948674,0.19162364482440344,6670.0,16,2016
BAL,1118,-63.85918857598019,-0.0571191311055279,5584.0,16,2016
BUF,1057,62.69688403859241,0.05931587893906567,5681.0,16,2016
CAR,1099,-51.71650468525601,-0.0470577840630173,5510.0,16,2016
CHI,1003,-42.25460591812623,-0.04212822125436314,5711.0,16,2016
CIN,1076,55.52795348623796,0.05160590472698695,5719.0,16,2016
CLE,1025,-50.65074463355573,-0.04941536061810315,4982.0,16,2016
DAL,1041,128.80544804631333,0.12373241887253922,6050.0,16,2016
DEN,1061,-61.90081717451703,-0.05834195775166544,5189.0,16,2016
DET,1025,55.227114607181264,0.05388011181188416,5432.0,16,2016
GB,1066,135.39754248741102,0.12701458019456943,5923.0,16,2016
HOU,1105,-86.79241582342719,-0.07854517269088433,5053.0,16,2016
IND,1074,49.59715199965339,0.04617984357509627,5852.0,16,2016
JAX,1108,-64.40024342502211,-0.05812296337998386,5370.0,16,2016
KC,1002,14.408579226289344,0.014379819587115114,5512.0,16,2016
LA,996,-202.62516939309782,-0.2034389250934717,4213.0,16,2016
LAC,1060,9.396475398205178,0.008864599432269036,5714.0,16,2016
LV,1097,50.856047815700364,0.04635920493682805,6014.0,16,2016
MIA,941,-3.3964363834942857,-0.0036093904181660847,5331.0,16,2016
MIN,1037,-44.73164197413156,-0.04313562389019437,5060.0,16,2016
NE,1098,140.43062938568553,0.12789674807439483,6202.0,16,2016
NO,1133,112.26136068838989,0.09908328392620466,6832.0,16,2016
NYG,1044,-78.1648378138413,-0.0748705343044457,5311.0,16,2016
NYJ,1037,-70.92127410113255,-0.06839081398373438,5274.0,16,2016
PHI,1120,-16.514261347183805,-0.014744876202842682,5420.0,16,2016
PIT,1065,87.0189752117198,0.08170795794527681,5984.0,16,2016
SEA,1043,23.351363357439592,0.022388651349414757,5737.0,16,2016
SF,1027,-88.79236108336566,-0.08645799521262479,4944.0,16,2016
TB,1119,-4.045737873520025,-0.0036154940782127123,5570.0,16,2016
TEN,1049,33.87246012913462,0.03229023844531423,5742.0,16,2016
WAS,1045,119.53143901026334,0.11438415216293142,6467.0,16,2016
ARI,1105,-142.19231393673905,-0.12868082709207154,5042.0,16,2017
ATL,1013,46.63630470681383,0.04603781313604524,5847.0,16,2017
BAL,1068,-56.653228303428115,-0.05304609391706752,4905.0,16,2017
BUF,1034,-74.33264435060605,-0.07188843747640816,4838.0,16,2017
CAR,1048,-19.99290191667869,-0.019077196485380428,5206.0,16,2017
CHI,983,-109.7679738022254,-0.11166630091782848,4608.0,16,2017
CIN,943,-82.81870736636127,-0.08782471618914238,4506.0,16,2017
CLE,1064,-154.02589126803807,-0.14476117600379518,4947.0,16,2017
DAL,1057,5.206699083768667,0.004925921555126459,5319.0,16,2017
DEN,1116,-132.35679183174835,-0.11859927583489996,5201.0,16,2017
DET,1034,-48.15357683370034,-0.04657019036141232,5417.0,16,2017
GB,1039,-24.54521517715006,-0.02362388371236772,4901.0,16,2017
HOU,1089,-57.756781458468765,-0.053036530264893265,5127.0,16,2017
IND,1017,-109.8002660580536,-0.10796486338058367,4564.0,16,2017
JAX,1113,21.908013809045883,0.01968375005305111,5877.0,16,2017
KC,1018,81.03912228473008,0.07960621049580559,6019.0,16,2017
LA,1015,54.607819097763965,0.0538008069928709,5807.0,16,2017
LAC,1044,87.59501414801134,0.08390327025671585,6046.0,16,2017
LV,999,-43.58133286970547,-0.043624957827533006,5199.0,16,2017
MIA,1029,-127.87299935133515,-0.12426919276125865,4932.0,16,2017
MIN,1093,30.74344095957173,0.028127576358254098,5740.0,16,2017
NE,1125,155.46208088840734,0.13818851634525098,6325.0,16,2017
NO,1015,94.1623438206007,0.09277078208926177,6283.0,16,2017
NYG,1078,-116.61578691020856,-0.1081779099352584,5040.0,16,2017
NYJ,1017,-74.86828786260887,-0.07361680222478748,4901.0,16,2017
PHI,1112,59.57742578742839,0.053576821751284524,5882.0,16,2017
PIT,1082,82.22670434645957,0.07599510568064655,6088.0,16,2017
SEA,1050,-25.00296021108399,-0.023812343058175228,5307.0,16,2017
SF,1086,-45.51021318093365,-0.04190627364726855,5597.0,16,2017
TB,1080,1.21638703318626,0.0011262842899872779,5827.0,16,2017
TEN,1008,-70.0739316406305,-0.06951778932602233,5037.0,16,2017
WAS,1004,-51.43779739254107,-0.05123286592882577,5209.0,16,2017
ARI,934,-222.52471326249557,-0.2382491576686248,3877.0,16,2018
ATL,1052,85.1867839847726,0.08097603040377624,6237.0,16,2018
BAL,1168,39.37389107534879,0.0337105231809493,6024.0,16,2018
BUF,1053,-147.57578206282574,-0.14014794118027135,4759.0,16,2018
CAR,1041,68.21577501912708,0.06552908263124599,5992.0,16,2018
CHI,1058,44.46511383448933,0.04202751780197479,5528.0,16,2018
CIN,991,10.524866968001653,0.010620451027246874,4980.0,16,2018
CLE,1073,-11.454387436429625,-0.01067510478698008,5920.0,16,2018
DAL,1062,11.200601585702177,0.01054670582457832,5521.0,16,2018
DEN,1063,-26.8772043258332,-0.02528429381545927,5611.0,16,2018
DET,1068,-28.570924733108505,-0.026751802184558526,5246.0,16,2018
GB,1067,59.630440034961445,0.05588607313492169,5917.0,16,2018
HOU,1077,33.30013999758331,0.030919350044181344,5812.0,16,2018
IND,1110,68.60825040312098,0.06180923459740628,6210.0,16,2018
JAX,1035,-136.43618869480275,-0.1318224045360413,4838.0,16,2018
KC,1032,243.71500829160672,0.23615795377093673,6824.0,16,2018
LA,1081,163.61644617031885,0.1513565644498787,6775.0,16,2018
LAC,981,127.50461098150949,0.12997411924720642,5988.0,16,2018
LV,1023,-58.21148251580208,-0.05690271995679578,5393.0,16,2018
MIA,908,-99.41289052499903,-0.10948556225220157,4651.0,16,2018
MIN,1039,-76.04892876556482,-0.07319434914876306,5544.0,16,2018
NE,1098,97.88722294770908,0.08915047627295909,6313.0,16,2018
NO,1028,159.6590151465392,0.15531032601803424,6100.0,16,2018
NYG,1023,17.74239459619369,0.01734349422892834,5711.0,16,2018
NYJ,989,-129.35368388014058,-0.1307924002832564,4797.0,16,2018
PHI,1077,43.582852096231555,0.04046690073930506,5866.0,16,2018
PIT,1100,115.34584739250141,0.10485986126591038,6478.0,16,2018
SEA,1046,98.27478938666452,0.09395295352453588,5674.0,16,2018
SF,1042,-21.931600000313125,-0.021047600768054824,5788.0,16,2018
TB,1107,46.887670766838724,0.042355619482239135,6659.0,16,2018
TEN,977,-28.86387466871236,-0.029543372230002415,5007.0,16,2018
WAS,1010,-72.43769163606463,-0.07172048676838082,4807.0,16,2018
ARI,1035,17.87726527870544,0.017272720076043902,5490.0,16,2019
ATL,1149,11.895085253174214,0.01035255461546929,6091.0,16,2019
BAL,1080,217.4927419041207,0.20138216842974138,6551.0,16,2019
BUF,1049,-20.353096091097548,-0.01940237949580319,5302.0,16,2019
CAR,1108,-91.45811986515969,-0.08254342948119106,5476.0,16,2019
CHI,1060,-82.99110981447431,-0.07829349982497577,4757.0,16,2019
CIN,1083,-103.6537010874192,-0.09570978863104265,5185.0,16,2019
CLE,1031,-28.98290547478245,-0.028111450509003346,5463.0,16,2019
DAL,1110,123.89929710660027,0.11162098838432458,6918.0,16,2019
DEN,1001,-54.28134015172546,-0.05422711303868677,4791.0,16,2019
DET,1067,-43.3281580840818,-0.0406074583730851,5558.0,16,2019
GB,1054,64.84401513253478,0.061521835989122184,5560.0,16,2019
HOU,1054,61.34768150355008,0.05820463140754277,5805.0,16,2019
IND,1058,10.341052688814985,0.009774151879787321,5256.0,16,2019
JAX,1077,-59.657317195813015,-0.05539212367299259,5488.0,16,2019
KC,1035,139.1055703157352,0.13440151721327073,6085.0,16,2019
LA,1098,-0.23758136026363985,-0.0002163764665424771,6013.0,16,2019
LAC,1045,38.52647659828927,0.03686744172085098,5888.0,16,2019
LV,1012,36.95563110140886,0.03651742203696528,5826.0,16,2019
MIA,1068,-83.09974299587992,-0.07780874812348307,4978.0,16,2019
MIN,1006,55.54157672202092,0.055210314833022786,5671.0,16,2019
NE,1132,11.236445723102534,0.009926188801327326,5682.0,16,2019
NO,1041,84.0721740594823,0.08076097412054015,6002.0,16,2019
NYG,1062,-67.92196795279067,-0.0639566553227784,5425.0,16,2019
NYJ,1001,-152.3027893118416,-0.15215063867316841,4389.0,16,2019
PHI,1153,5.560775854760151,0.004822875849748613,5791.0,16,2019
PIT,982,-134.72454224856878,-0.13719403487634296,4445.0,16,2019
SEA,1090,18.613412049856557,0.017076524816382162,6008.0,16,2019
SF,1041,78.55210779723424,0.07545831680810205,6120.0,16,2019
TB,1118,4.534492152118284,0.004055896379354458,6389.0,16,2019
TEN,970,61.37238253467126,0.06327049745842397,5824.0,16,2019
WAS,928,-123.85089349814946,-0.13346001454541967,4402.0,16,2019
ARI,1113,53.17107752917921,0.04777275609090675,6173.0,16,2020
ATL,1111,45.55956269099717,0.04100770719261671,5909.0,16,2020
BAL,1011,111.87016891127718,0.11065298606456694,5827.0,16,2020
BUF,1061,178.214733232795,0.16796864583675306,6369.0,16,2020
CAR,1023,19.650489054719735,0.019208689203049596,5605.0,16,2020
CHI,1059,-15.968972106160207,-0.015079293773522386,5317.0,16,2020
CIN,1068,-44.20846588895778,-0.04139369465258219,5124.0,16,2020
CLE,1044,97.18831043690655,0.09309225137634727,5932.0,16,2020
DAL,1142,-30.13769216657348,-0.026390273350764867,5962.0,16,2020
DEN,1063,-75.73080889852865,-0.07124252953765631,5390.0,16,2020
DET,1035,15.092525961590685,0.014582150687527232,5614.0,16,2020
GB,1014,225.00665777935836,0.22190005698161575,6245.0,16,2020
HOU,968,87.93572714061689,0.09084269332708357,6016.0,16,2020
IND,1065,89.4502912097718,0.08399088376504395,6073.0,16,2020
JAX,1033,-53.3704320791336,-0.05166547151900639,5228.0,16,2020
KC,1085,195.02142503631373,0.17974324888139515,6679.0,16,2020
LA,1100,-13.603080104405507,-0.012366436458550461,6051.0,16,2020
LAC,1160,48.99684667034189,0.042238660922708525,6126.0,16,2020
LV,1071,71.33953708194308,0.06661021202795805,6145.0,16,2020
MIA,1053,29.15832073441519,0.027690712948162576,5448.0,16,2020
MIN,1074,99.00969035267399,0.09218779362446368,6316.0,16,2020
NE,997,2.96278198859628,0.0029716970798357874,5250.0,16,2020
NO,1055,100.1353550640576,0.09491502849673707,6044.0,16,2020
NYG,994,-55.78215217404041,-0.05611886536623784,4817.0,16,2020
NYJ,979,-113.44916517662966,-0.11588270191688423,4488.0,16,2020
PHI,1123,-62.231752085754174,-0.05541562964003043,5374.0,16,2020
PIT,1077,36.32038379916423,0.0337236618376641,5381.0,16,2020
SEA,1047,109.77279643294824,0.10484507777740998,5931.0,16,2020
SF,1086,8.698548865289512,0.008009713503949826,5933.0,16,2020
TB,1045,153.16069429237808,0.14656525769605558,6159.0,16,2020
TEN,1062,201.04480264224853,0.1893077237685956,6366.0,16,2020
WAS,1074,-59.39215772793569,-0.05529996064053602,5102.0,16,2020
ARI,1157,88.05347971394025,0.07610499543123617,6372.0,17,2021
ATL,1038,-79.83472025204104,-0.07691206189984685,5176.0,17,2021
BAL,1225,7.816575214364222,0.006380877726011609,6452.0,17,2021
BUF,1175,107.24001427387985,0.09126809725436583,6523.0,17,2021
CAR,1139,-147.60461924532396,-0.1295914128580544,5100.0,17,2021
CHI,1109,-94.16993262188282,-0.08491427648501607,5244.0,17,2021
CIN,1084,65.26441256332312,0.060207022659892175,6158.0,17,2021
CLE,1093,16.91795158486422,0.015478455246902304,5809.0,17,2021
DAL,1206,102.4170264417727,0.08492290749732397,6954.0,17,2021
DEN,1073,21.522631265894777,0.020058370238485345,5626.0,17,2021
DET,1100,-62.86199084327784,-0.057147264402979854,5495.0,17,2021
GB,1093,147.90081163665468,0.1353163875907179,6237.0,17,2021
HOU,1060,-139.92768501501723,-0.1320072500141672,4735.0,17,2021
IND,1098,64.42745765711952,0.05867710169136568,5919.0,17,2021
JAX,1074,-85.75975267940395,-0.07985079392868151,5204.0,17,2021
KC,1175,165.1042033898832,0.14051421565096442,6770.0,17,2021
LA,1075,89.13085702946904,0.08291242514369213,6348.0,17,2021
LAC,1180,105.95212068624545,0.08978993278495377,6663.0,17,2021
LV,1128,-3.9225318081123377,-0.003477421815702427,6194.0,17,2021
MIA,1140,-51.307975169968664,-0.04500699576313041,5234.0,17,2021
MIN,1127,15.846233013499111,0.014060543933894509,6185.0,17,2021
NE,1084,77.942734246166,0.07190289137100184,6042.0,17,2021
NO,1075,-71.90534301945407,-0.0668886911808875,5192.0,17,2021
NYG,1089,-149.822364033144,-0.1375779284050909,4901.0,17,2021
NYJ,1078,-77.51515048604034,-0.07190644757517657,5225.0,17,2021
PHI,1106,71.81943193158907,0.06493619523651814,6141.0,17,2021
PIT,1155,-59.83448208177892,-0.05180474639115058,5378.0,17,2021
SEA,982,41.61723452527415,0.04238007589131787,5515.0,17,2021
SF,1075,92.71616418712573,0.0862475945926751,6406.0,17,2021
TB,1161,164.48874992918513,0.14167850984425936,6919.0,17,2021
TEN,1169,31.307965823921354,0.026781835606434008,5841.0,17,2021
WAS,1115,-42.94562411263799,-0.038516254809540795,5515.0,17,2021
ARI,1193,-94.28089169970916,-0.07902840880109736,5516.0,17,2022
ATL,1037,4.769375505508709,0.004599204923344946,5433.0,17,2022
BAL,1070,6.30671496746197,0.005894126137814925,5785.0,17,2022
BUF,1059,118.19162937194581,0.11160682660240398,6394.0,16,2022
CAR,1010,-37.675215317168536,-0.03730219338333519,5214.0,17,2022
CHI,1020,-41.86315066789767,-0.041042304576370266,5245.0,17,2022
CIN,1081,87.88632457101166,0.08130094779927073,5798.0,16,2022
CLE,1153,14.299243900078478,0.012401772680033372,5945.0,17,2022
DAL,1148,33.751760740397465,0.029400488449823577,6048.0,17,2022
DEN,1126,-86.86046525197638,-0.07714073290584048,5538.0,17,2022
DET,1129,85.74930946358087,0.07595155842655525,6482.0,17,2022
GB,1077,19.65691605659918,0.01825154694206052,5766.0,17,2022
HOU,1053,-178.0705675316668,-0.16910785140709098,4831.0,17,2022
IND,1140,-178.04310190769613,-0.1561781595681545,5309.0,17,2022
JAX,1108,51.03998983743068,0.04606497277746451,6096.0,17,2022
KC,1136,203.15176018660617,0.17883077481215331,7051.0,17,2022
LA,1012,-83.83522640661228,-0.08284113281285799,4784.0,17,2022
LAC,1173,10.559244774728043,0.009001913703945475,6130.0,17,2022
LV,1097,5.8495717498733795,0.005332335232336718,5997.0,17,2022
MIA,1041,54.027854663141184,0.051899956448742735,6204.0,17,2022
MIN,1157,6.546762758887121,0.0056583947786405546,6164.0,17,2022
NE,1026,-50.26514458189383,-0.04899136898820061,5390.0,17,2022
NO,1036,-35.99174838001464,-0.034741069864878994,5691.0,17,2022
NYG,1119,37.2785958308721,0.033314205389519305,5697.0,17,2022
NYJ,1103,-94.49855110782262,-0.08567411705151642,5419.0,17,2022
PHI,1154,115.06730080727333,0.09971169913975159,6641.0,17,2022
PIT,1150,16.877169204413633,0.014675799308185768,5502.0,17,2022
SEA,1079,12.235346683045817,0.011339524266029487,5988.0,17,2022
SF,1082,90.81841374801186,0.08393568738263574,6234.0,17,2022
TB,1198,-38.32570365383517,-0.0319914053871746,5911.0,17,2022
TEN,1020,-65.99234952156418,-0.06469838188388645,5060.0,17,2022
WAS,1177,-79.4418699217871,-0.06749521658605531,5630.0,17,2022
ARI,1124,-65.21505557298701,-0.05802051207561122,5526.0,17,2023
ATL,1115,-99.12093608051681,-0.08889770052064289,5696.0,17,2023
BAL,1111,78.40499962955803,0.07057155682228446,6313.0,17,2023
BUF,1139,111.78573712879835,0.09814375516136817,6394.0,17,2023
CAR,1145,-179.45438336886843,-0.1567287190994484,4520.0,17,2023
CHI,1121,-59.680151932630174,-0.053238315729375714,5516.0,17,2023
CIN,1070,2.3679529415342877,0.0022130401322750354,5440.0,17,2023
CLE,1225,-150.95511176313306,-0.12322866266378209,5733.0,17,2023
DAL,1162,143.733704212258,0.12369509828937866,6345.0,17,2023
DEN,1052,-46.298247553270855,-0.04400974102021944,5101.0,17,2023
DET,1156,67.37921859425991,0.058286521275311344,6738.0,17,2023
GB,1080,79.77691084950774,0.07386751004584051,5891.0,17,2023
HOU,1126,-28.48839359380803,-0.02530052717034461,5828.0,17,2023
IND,1136,-26.912489035621274,-0.023690571334173658,5748.0,17,2023
JAX,1148,-36.69671595182222,-0.03196578044583817,5797.0,17,2023
KC,1106,22.49615020805156,0.020340099645616238,5999.0,17,2023
LA,1138,49.86916419335115,0.04382176115408713,6127.0,17,2023
LAC,1143,-78.92076311634044,-0.06904703684719199,5614.0,17,2023
LV,1029,-88.07996427990321,-0.08559763292507601,4943.0,17,2023
MIA,1079,100.58294274610361,0.09321866797599963,6841.0,17,2023
MIN,1113,-26.735847212615973,-0.024021426067040406,5924.0,17,2023
NE,1044,-198.8872141660609,-0.19050499441193572,4703.0,17,2023
NO,1135,-12.420174980700457,-0.010942885445551064,5767.0,17,2023
NYG,1092,-181.16040067545282,-0.16589780281634875,4769.0,17,2023
NYJ,1094,-248.6644332593771,-0.227298385063416,4577.0,17,2023
PHI,1138,69.36203628250132,0.06095082274385002,6036.0,17,2023
PIT,1045,-67.42993629099091,-0.06452625482391475,5202.0,17,2023
SEA,1032,33.526345935121356,0.03248676931697806,5505.0,17,2023
SF,1039,186.05224381141747,0.1790685695971294,6797.0,17,2023
TB,1080,9.218035781863652,0.008535218316540418,5346.0,17,2023
TEN,1033,-22.89120100480609,-0.022159923528369884,4930.0,17,2023
WAS,1104,-89.98542301579326,-0.08150853534039244,5327.0,17,2023
ARI,1087,73.80916495385047,0.06790171568891487,6107.0,17,2024
ATL,1127,46.145259756673745,0.040945217175398174,6314.0,17,2024
BAL,1091,215.26249781298856,0.19730751403573654,7215.0,17,2024
BUF,1065,199.02108260606812,0.18687425596813909,6126.0,17,2024
CAR,1026,-41.937524239364365,-0.04087477996039412,5078.0,17,2024
CHI,1119,-83.4817597278135,-0.07460389609277346,4839.0,17,2024
CIN,1121,119.29218183994853,0.10641586247988272,6229.0,17,2024
CLE,1176,-206.38794056292699,-0.17549994945827124,5129.0,17,2024
DAL,1158,-103.96427607644277,-0.08977916759623727,5580.0,17,2024
DEN,1083,10.467473001197519,0.00966525669547324,5539.0,17,2024
DET,1125,174.61295400612082,0.1552115146721074,6983.0,17,2024
GB,1071,86.10578662871902,0.08039755987742205,6320.0,17,2024
HOU,1093,-43.192981443207266,-0.03951782382727106,5446.0,17,2024
IND,1075,-50.807558726960174,-0.047262845327404816,5706.0,17,2024
JAX,1025,-22.06422974434165,-0.021526077799357706,5222.0,17,2024
KC,1124,77.36479937094049,0.06882989267877268,5602.0,17,2024
LA,1074,36.40288544442756,0.033894679184755645,5651.0,17,2024
LAC,1044,46.913309669638586,0.04493612037321704,5552.0,17,2024
LV,1108,-145.69404525800397,-0.13149282062996748,5175.0,17,2024
MIA,1128,-45.334381768586475,-0.040190054759385176,5542.0,17,2024
MIN,1090,40.30250948189439,0.036974779341187515,5921.0,17,2024
NE,1082,-85.38193856265045,-0.07891121863461224,4974.0,17,2024
NO,1080,-63.456766187516706,-0.058756264988441394,5453.0,17,2024
NYG,1103,-101.20420815290635,-0.09175358853391329,5029.0,17,2024
NYJ,1063,0.8389296375373925,0.0007892094426504162,5289.0,17,2024
PHI,1129,124.85914020564017,0.1105926839731091,6272.0,17,2024
PIT,1110,-31.647861386167932,-0.028511586834385524,5444.0,17,2024
SEA,1083,-16.80339807017083,-0.015515603019548319,5661.0,17,2024
SF,1065,65.21712866670777,0.061236740532119964,6405.0,17,2024
TB,1128,148.94413346501827,0.132042671511541,6807.0,17,2024
TEN,1088,-110.35042163072518,-0.10142501988118123,5181.0,17,2024
WAS,1142,159.20915253917536,0.1394125678977017,6306.0,17,2024
ARI,1132,-17.29670713284671,-0.015279776619122535,5543.0,17,2025
ATL,1079,-8.209229010316584,-0.00760818258602093,5682.0,17,2025
BAL,994,36.739489692675384,0.036961257236091935,5668.0,17,2025
BUF,1106,154.72229182102916,0.13989357307507158,6428.0,17,2025
CAR,1040,-28.28176342919943,-0.027194003297307145,5048.0,17,2025
CHI,1140,86.23690814835032,0.07564641065644766,6295.0,17,2025
CIN,1097,12.377972918939324,0.0112834757693157,5618.0,17,2025
CLE,1078,-190.91393573046847,-0.17710012590952548,4462.0,17,2025
DAL,1167,129.57142770395478,0.11102950103166648,6681.0,17,2025
DEN,1122,41.92428175250369,0.03736567001114411,5851.0,17,2025
DET,1088,78.43687584261686,0.07209271676711108,6357.0,17,2025
GB,1030,127.84077955030922,0.12411726169932934,5675.0,17,2025
HOU,1144,-13.190304226071175,-0.011529986211600677,5569.0,17,2025
IND,1060,85.0917212721531,0.08027520874731424,5896.0,17,2025
JAX,1125,41.66829272171015,0.03703848241929791,5755.0,17,2025
KC,1097,47.17683813428675,0.04300532190910369,5468.0,17,2025
LA,1105,164.76155415640974,0.14910547887457895,6740.0,17,2025
LAC,1126,-16.95714656128667,-0.015059632825298997,5691.0,17,2025
LV,985,-189.42597628749763,-0.1923106358248707,4176.0,17,2025
MIA,972,-21.428675441717804,-0.022045962388598562,5121.0,17,2025
MIN,986,-92.37013148949615,-0.09368167493863706,4694.0,17,2025
NE,1063,166.95842388159124,0.1570634279224753,6489.0,17,2025
NO,1111,-87.3070937369195,-0.0785842427875063,5345.0,17,2025
NYG,1141,50.57162870482147,0.04432219868958937,5682.0,17,2025
NYJ,1040,-129.02096929050492,-0.1240586243177932,4482.0,17,2025
PHI,1036,34.54801494914194,0.033347504777164035,5312.0,17,2025
PIT,1017,28.15012031828944,0.02767956766793455,5206.0,17,2025
SEA,1042,41.03846316777713,0.03938432165813544,5997.0,17,2025
SF,1100,98.86363756578999,0.08987603415071817,5997.0,17,2025
TB,1124,2.772039706149159,0.002466227496573985,5462.0,17,2025
TEN,1046,-155.25444129284168,-0.1484268081193515,4423.0,17,2025
WAS,1036,35.10598853499057,0.03388608931948897,5437.0,17,2025
