coach_name,position,draft_tier,n_distinct_players,coach_avg_tier_score,league_baseline_tier_score,overperformance,p_value
Greg Seamon,TE,Day3+UDFA,6,0.333,0.281,0.052,0.8818673556838674
Todd Downing,TE,Day3+UDFA,6,0.333,0.281,0.052,0.8818673556838674
Tom Manning,TE,Day3+UDFA,6,0.333,0.281,0.052,0.8818673556838674
Tyke Tolbert,WR,Day2,21,0.668,0.63,0.038,0.8818745567418084
Kirby Wilson,RB,Day2,5,1.0,1.096,-0.096,0.8870323396424425
Shawn Jefferson,WR,Day3+UDFA,20,0.25,0.234,0.016,0.892338668101621
Derrick Foster,RB,Day3+UDFA,11,0.364,0.315,0.049,0.895432209686943
Jimmy Robinson,WR,Day2,9,0.676,0.63,0.046,0.8954634317416746
Karl Dorrell,WR,Day2,7,0.571,0.63,-0.058,0.8960420035827
Larry Kirksey,WR,Day2,6,0.589,0.63,-0.041,0.9031260407528884
James Daniel,TE,Day3+UDFA,9,0.306,0.281,0.024,0.9144697764731909
Terry Robiskie,WR,Day2,13,0.61,0.63,-0.02,0.9203620264524379
Chad Morton,RB,Day3+UDFA,10,0.29,0.315,-0.025,0.9204529390634741
Bob Bicknell,WR,Day3+UDFA,19,0.246,0.234,0.012,0.9259126008976291
Kevin Patullo,WR,Day3+UDFA,6,0.25,0.234,0.016,0.9284519369623326
Jim Hostler,WR,Day3+UDFA,18,0.222,0.234,-0.012,0.9291997636816843
Darryl Drake,WR,Day2,13,0.603,0.63,-0.027,0.9296111866678596
Andy Bischoff,TE,Day2,5,0.9,0.837,0.063,0.9299983347797266
Phil McGeoghan,WR,Day3+UDFA,12,0.25,0.234,0.016,0.9300175263242877
Craig Johnson,RB,Day3+UDFA,7,0.298,0.315,-0.017,0.9305874904745767
Todd McNair,RB,Day3+UDFA,6,0.333,0.315,0.019,0.9326868161585853
Keenan McCardell,WR,Day1,6,1.244,1.299,-0.055,0.9341312153499651
Tony Dews,RB,Day3+UDFA,9,0.333,0.315,0.019,0.9344190226613882
John Morton,WR,Day1,8,1.344,1.299,0.045,0.9351733779726351
Mike Johnson,QB,Day3+UDFA,5,0.4,0.419,-0.019,0.940451293412417
Kirby Wilson,RB,Day1,7,1.857,1.9,-0.043,0.9408812576433859
Tom Rathman,RB,Day2,11,1.068,1.096,-0.028,0.9489062717679321
David Raih,WR,Day3+UDFA,8,0.25,0.234,0.016,0.950381024586894
James Lofton,WR,Day3+UDFA,8,0.225,0.234,-0.009,0.9540057293488697
Connor Embree,WR,Day2,5,0.6,0.63,-0.03,0.9627153887301609
Joel Thomas,RB,Day3+UDFA,14,0.321,0.315,0.007,0.9631100319394362
Terry Robiskie,WR,Day3+UDFA,13,0.231,0.234,-0.003,0.9800359408267417
Rick Christophel,TE,Day3+UDFA,6,0.278,0.281,-0.003,0.9836040760544918
Jake Moreland,TE,Day3+UDFA,7,0.286,0.281,0.005,0.9879430076062959
Eric Studesville,RB,Day3+UDFA,29,0.316,0.315,0.001,0.9904705528483447
James Saxon,RB,Day1,8,1.906,1.9,0.006,0.9914658397828018
Rob Moore,WR,Day1,9,1.296,1.299,-0.003,0.9932378064627546
Taylor Embree,RB,Day3+UDFA,8,0.312,0.315,-0.002,0.9934650297662141
Nick Caley,TE,Day2,6,0.833,0.837,-0.003,0.9957981635419219
Skip Peete,RB,Day3+UDFA,17,0.314,0.315,-0.001,0.9963856874990611
